Unique Id,Code,Origin,Complexity,Severity,Category,Description,Message,InputType,OutputType,File,Line,Column,Lines,SourceCode
1051,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,74,13,1,"""            this.Name = 'Form1'"""
1053,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,74,13,1,"""            this.Name = 'Form1'"""
1055,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,74,13,1,"""            this.Name = 'Form1';"""
1057,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,74,13,1,"""            this.Name = 'Form1';"""
1059,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,75,13,1,"            this"
1061,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,75,13,1,"            this"
1063,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,75,25,1,"""'Form1'"""
1065,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,75,25,1,"""'Form1'"""
1067,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,75,13,1,"""            this.Text = 'Form1'"""
1069,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,75,13,1,"""            this.Text = 'Form1'"""
1071,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,75,13,1,"""            this.Text = 'Form1'"""
1073,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,75,13,1,"""            this.Text = 'Form1'"""
1075,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,75,13,1,"""            this.Text = 'Form1';"""
1077,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,75,13,1,"""            this.Text = 'Form1';"""
1079,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,13,1,"            this"
1081,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,13,1,"            this"
1083,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,13,1,"            this.ResumeLayout"
1085,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,13,1,"            this.ResumeLayout"
1087,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,31,1,false
1089,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,31,1,false
1091,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,31,1,false
1093,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,31,1,false
1095,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,13,1,"            this.ResumeLayout(false)"
1097,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,13,1,"            this.ResumeLayout(false)"
1099,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,13,1,"            this.ResumeLayout(false);"
1101,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,76,13,1,"            this.ResumeLayout(false);"
1103,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprElementAccess -> CSExprElementAccess"" does not have any transformation rule to apply.",CSExprElementAccess,CSExprElementAccess,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,33,1,openForms[0]
1105,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprElementAccess,CSExprElementAccess,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,33,1,openForms[0]
1107,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,17,1,"                base.MainForm = openForms[0]"
1109,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,17,1,"                base.MainForm = openForms[0]"
1111,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,17,1,"                base.MainForm = openForms[0]"
1113,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,17,1,"                base.MainForm = openForms[0]"
1115,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,17,1,"                base.MainForm = openForms[0];"
1117,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,36,17,1,"                base.MainForm = openForms[0];"
1119,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSBaseMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSBaseMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,17,1,"                base.OnMainFormClosed"
1121,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSBaseMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,17,1,"                base.OnMainFormClosed"
1123,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,39,1,sender
1125,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,39,1,sender
1127,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,39,1,sender
1129,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,39,1,sender
1131,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,47,1,e
1133,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,47,1,e
1135,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,47,1,e
1137,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,47,1,e
1139,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,17,1,"""                base.OnMainFormClosed(sende, e)"""
1141,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,17,1,"""                base.OnMainFormClosed(sende, e)"""
1143,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,17,1,"""                base.OnMainFormClosed(sende, e);"""
1145,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,40,17,1,"""                base.OnMainFormClosed(sende, e);"""
1147,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSMethod -> CSMethod"" does not have any transformation rule to apply.",CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,26,9,18,"""
        protected override void OnMainFormClosed(object sende, EventArgs e)
        {
            if (m_App.ShutdownStyle == ShutdownMode.AfterMainFormCloses)
            {
                base.OnMainFormClosed(sender, e);
                return;
            }
            Stub._System.Windows.Forms.FormCollection openForms = Mobilize.Web.Application.CurrentApplication.OpenForms;
            if (openForms.Count > 0)
            {
                base.MainForm = openForms[0];
       """
1149,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSMethod,CSMethod,F:\HelloWorldVBTest\MyHelpersNet461\ApplicationBase.cs,26,9,18,"""
        protected override void OnMainFormClosed(object sende, EventArgs e)
        {
            if (m_App.ShutdownStyle == ShutdownMode.AfterMainFormCloses)
            {
                base.OnMainFormClosed(sender, e);
                return;
            }
            Stub._System.Windows.Forms.FormCollection openForms = Mobilize.Web.Application.CurrentApplication.OpenForms;
            if (openForms.Count > 0)
            {
                base.MainForm = openForms[0];
       """
1151,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\MyForms.cs,11,24,1,Type
1153,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\MyForms.cs,11,24,1,Type
1156,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\AuthenticationMode.cs,13,19,1,0
1158,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\AuthenticationMode.cs,13,19,1,0
1160,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\AuthenticationMode.cs,18,30,1,1
1162,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\AuthenticationMode.cs,18,30,1,1
1164,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,77,13,1,"            Button1"
1166,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,77,13,1,"            Button1"
1168,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,77,34,1,System.EventHandler
1170,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,77,34,1,System.EventHandler
1172,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSSingleAccess -> CSExpr"" does not have any transformation rule to apply.",CSSingleAccess,CSExpr,F:\HelloWorldVBTest\TestProject\Form1.Designer.cs,77,54,1,Button1_Click
